run,nom_rank,gene,modality,confidence,reason
76,2,MET,inhibit,high,"Bona fide GBM RTK driver (amplification and mesenchymal-transition splicing) with excellent selectivity (0.97), full tractability, and clinical-stage MET inhibitors available."
76,3,CDK2,inhibit,high,"Strong dependency (0.75), full tractability and RB1 synthetic-lethality make it a mechanistically credible cell-cycle target, though pan-essentiality demands a therapeutic-window strategy."
76,4,CDK7,inhibit,medium,"Druggable transcriptional/cell-cycle kinase with PTEN synthetic-lethality and full tractability, backed by advancing covalent CDK7 inhibitor chemistry."
76,5,TEAD1,inhibit,medium,"Hippo-pathway effector (drives GBM mesenchymal invasion) that is genuinely druggable via the palmitate pocket, with clinical-stage TEAD auto-palmitoylation inhibitors."
76,6,VRK1,inhibit,medium,"High dependency (0.90) serine/threonine kinase with a defined catalytic pocket and reasonable tractability, offering a novel but chemically approachable GBM target."
76,7,KIF18A,inhibit,medium,High-dependency mitotic kinesin with clinically validated small-molecule inhibitors (KIF18A is an active oncology target class) and outstanding tumor enrichment/window.
76,8,KIF2C,inhibit,medium,"Top composite mitotic kinesin with excellent tumor-vs-normal enrichment (0.99) and window (0.95) plus CDKN2A/B synthetic-lethality, though inhibitor chemistry is still nascent."
76,9,ELAVL1,inhibit,medium,"HuR RNA-binding protein stabilizing oncogenic transcripts in GBM, tumor-enriched and specific, with emerging small-molecule and degrader chemistry."
76,10,PTPN11,inhibit,medium,SHP2 sits downstream of RTK signaling central to GBM and is fully tractable with clinically validated allosteric inhibitors; CNS exposure is the main caveat.
76,11,EGLN1,inhibit,low,"Druggable PHD2 enzyme (approved prolyl-hydroxylase inhibitor class) implicated in GBM hypoxia/HIF biology, offering directional-inhibition clarity."
76,12,FGFR1,inhibit,medium,"Established RTK driver with full tractability and approved inhibitors, prioritized selectively for FGFR-altered GBM despite CNS-safety concerns."
76,13,ERCC6L,inhibit,low,"PICH DNA-translocase with high tumor enrichment (0.98) and window (0.96) as a mitotic-fidelity dependency, promising if tractable chemistry can be developed."
76,14,KIF18B,inhibit,low,"Mitotic kinesin with strong tumor specificity (0.87), enrichment and window, mechanistically parallel to the validated KIF18A class."
76,15,UBE2C,inhibit,low,Cell-cycle ubiquitin-conjugating enzyme with the highest tumor enrichment (1.00) and strong window; a candidate degrader/inhibitor target pending tractability work.
77,1,PDGFRA,inhibit,high,"Validated GBM driver receptor tyrosine kinase, frequently amplified/mutated, with high tumor-specificity, an approved-drug precedent and top-tier small-molecule tractability."
77,2,MET,inhibit,high,Actionable RTK driver in a subset of GBM with excellent selectivity and fully tractable chemistry plus approved inhibitors to repurpose.
77,3,CDK2,inhibit,medium,"Strong dependency and perfect tractability with a plausible RB1-pathway synthetic-lethal rationale, though pan-essentiality means the therapeutic window must be earned by selective inhibitors."
77,4,CDK7,inhibit,medium,"Druggable transcriptional/cell-cycle kinase with covalent chemistry and a PTEN synthetic-lethal hint, offering a route to hit transcriptionally addicted GBM cells."
77,5,TEAD1,inhibit,medium,"Hippo/YAP effector with an emerging autopalmitoylation-pocket inhibitor class (has-chemistry) and good selectivity, addressing mesenchymal GBM transcriptional programs."
77,6,ITGAV,inhibit,low,"Highly dependency-scored integrin with tractable chemistry and CDKN2A/B synthetic lethality, but tumor-specificity is very low (TME-dominated) so it is a conditional nomination requiring on-tumor confirmation."
77,7,KIF18A,inhibit,medium,"Mitotic kinesin with genuine, chromosomally-unstable-tumor-selective small-molecule inhibitors now in clinic, giving a real MoA despite the list's no-inhibitor flag."
77,8,PTPN11,inhibit,medium,"SHP2 is a well-precedented allosteric small-molecule target downstream of RTK signaling relevant to GBM, fully tractable, though CNS window and pan-essentiality temper confidence."
77,9,VRK1,inhibit,medium,"High, relatively selective dependency and an emerging paralog-synthetic-lethal (VRK2-low) rationale make it an attractive novel kinase worth chemistry investment."
77,10,EGLN1,inhibit,low,"PHD2 prolyl hydroxylase is enzymatically tractable with clinical-stage inhibitors, offering a hypoxia/HIF-axis handle in GBM, though its tumor-suppressive-context effects need scrutiny."
77,11,CDC25B,inhibit,low,"Druggable cell-cycle phosphatase with high tumor-enrichment and full tractability, but the therapeutic window is very narrow and existing chemistry has been non-selective."
77,12,ELAVL1,inhibit,low,"HuR RNA-binding protein sustains oncogenic mRNA stability with high tumor-enrichment; small-molecule/degrader approaches are emerging, making it a novel but plausible target."
77,13,WDR77,inhibit,low,"Novel CDKN2A/B synthetic-lethal dependency with strong tumor-specificity acting as a PRMT5 cofactor, offering a mechanistic tie to the highly frequent MTAP/CDKN2A-deleted GBM context."
77,14,GPX4,inhibit,low,"Very high dependency and a strong ferroptosis-induction rationale for GBM, but its glutathione-peroxidase active-site chemistry is hard and the CNS safety window is poor, so it is a high-risk lead."
77,15,FGFR1,inhibit,low,"Fully tractable RTK driver with approved inhibitors and good tumor-specificity, nominated with the explicit caveat that its flagged CNS-safety risk and low window may cap developability."
78,1,PDGFRA,inhibit,high,"Validated GBM oncogenic RTK frequently amplified/mutated with excellent tractability and approved-drug chemistry, giving a clear inhibitory path."
78,2,MET,inhibit,high,"Druggable RTK driver in a GBM subset with strong selectivity, top tractability, and clinically available inhibitors."
78,3,CDK2,inhibit,medium,Strong dependency with RB1-loss synthetic lethality and mature selective inhibitor chemistry; low pan-essential selectivity is the main caveat but window is reasonable.
78,4,CDK7,inhibit,medium,"Well-validated transcriptional CDK with tractable covalent inhibitors and PTEN-loss synthetic lethality, offering an actionable small-molecule route."
78,5,TEAD1,inhibit,medium,"Hippo/YAP effector with an emerging palmitate-pocket small-molecule MoA and good selectivity, making it genuinely druggable despite the no-inhibitor flag."
78,6,ITGB5,inhibit,medium,Novel GBM-enriched integrin with high dependency and CDKN2B/NF1 synthetic lethality; extracellular/adhesion biology makes it worth pursuing though small-molecule MoA is unproven.
78,7,KIF18A,inhibit,medium,"Clinically de-risked mitotic kinesin (inhibitors already in trials) with very high dependency and strong tumor enrichment, so the 'no-MoA' flag is stale."
78,8,VRK1,inhibit,medium,"Highly selective serine/threonine kinase dependency emerging as a synthetic-lethal target in MTAP-deficient/paralog-loss contexts, with kinase tractability for inhibitor design."
78,9,EGLN1,inhibit,medium,Prolyl hydroxylase (PHD2) with approved-drug chemistry and clear enzymatic pocket; hypoxia-axis modulation is a rational GBM angle with a real inhibitory handle.
78,10,PTK2,inhibit,medium,"FAK is a tractable kinase with clinical inhibitors and CDKN2A/B synthetic lethality relevant to invasive GBM, though poor tumor specificity and CNS-safety concerns temper it."
78,11,KIF2C,inhibit,low,"Top composite with strong tumor enrichment, wide window, and CDKN2A/B synthetic lethality; a mitotic kinesin that is conceptually druggable but currently lacks a small-molecule MoA."
78,12,ELAVL1,inhibit,low,"HuR RNA-binding oncogenic factor with reported small-molecule disruptors and broad GBM enrichment, worth pursuing despite challenging RBP druggability."
78,13,E2F3,degrade,low,RB1-synthetic-lethal transcription factor with strong selectivity; a transcription-factor target better approached by degradation than direct inhibition.
78,14,GPX4,inhibit,low,Ferroptosis lynchpin with very high dependency where induction (inhibition of GPX4) can selectively kill mesenchymal GBM cells; narrow window and CNS risk keep confidence low.
78,15,WDR77,inhibit,low,PRMT5-cofactor scaffold with CDKN2A/B synthetic lethality and high tumor specificity that could be engaged via the well-druggable PRMT5 methylosome axis.
79,1,PDGFRA,inhibit,high,"Validated GBM oncogenic RTK driver (frequent amplification), fully tractable kinase with approved inhibitors and excellent selectivity/tumor-specificity scores."
79,2,MET,inhibit,high,"Bona fide GBM RTK driver with amplification/exon-14 alterations, highest selectivity in the list and approved-drug tractability."
79,3,CDK2,inhibit,high,"High dependency with clean chemistry and RB1-synthetic-lethal rationale relevant to CDKN2A/RB-deregulated GBM, though pan-essentiality demands a therapeutic-window strategy."
79,4,KIF18A,inhibit,medium,"Mitotic kinesin with strong dependency and enrichment in aneuploid/CIN tumors, and unlike most spindle targets it has emerging bona fide small-molecule inhibitors (clinical-stage), giving a real inhibitory MoA."
79,5,KIF2C,inhibit,medium,"Top composite with excellent tumor enrichment and window and CDKN2A/B synthetic-lethal signal, but as a kinesin motor it needs genuine chemical-matter development."
79,6,TEAD1,inhibit,high,"Druggable Hippo-pathway transcription factor with a validated lipid-pocket palmitoylation site and clinical-stage inhibitors, addressing the mesenchymal/YAP-TAZ GBM axis."
79,7,CDK7,inhibit,medium,"Transcriptional CDK with clean chemistry and clinical inhibitors and a PTEN-loss synthetic-lethal signal, useful for transcriptionally addicted GBM subsets despite pan-essential caution."
79,8,GPX4,inhibit,medium,"Very high dependency and a strong ferroptosis-induction rationale in mesenchymal/drug-tolerant GBM, though the narrow window and CNS-safety flag make it a window-limited target."
79,9,PTPN11,inhibit,medium,"SHP2 is a fully tractable allosteric-inhibitor target that funnels RTK signaling (EGFR/PDGFRA) driving GBM, making it a rational node despite pan-essentiality."
79,10,EGLN1,inhibit,medium,PHD2 prolyl hydroxylase is enzymatically tractable with approved-drug chemistry; targeting the HIF/hypoxia axis in the GBM microenvironment is mechanistically plausible.
79,11,WWTR1,inhibit,medium,"TAZ is the effector of the mesenchymal GBM program and is drugged upstream via TEAD, giving a real (indirect) small-molecule route; direct tumor-specificity is low so pair with TEAD."
79,12,ELAVL1,inhibit,low,"HuR RNA-binding protein stabilizes pro-tumor transcripts in GBM and has tractable small-molecule disruptors of its RNA-binding pocket, with good tumor specificity/enrichment."
79,13,VRK1,inhibit,medium,"Strong, selective dependency (paralog synthetic-lethality with VRK2 methylation is a known vulnerability) and a druggable serine/threonine kinase active site despite no current MoA."
79,14,FGFR1,inhibit,low,"Kinase RTK with approved inhibitors and high tumor specificity relevant to FGFR-altered GBM, but the very poor window and CNS-safety flag restrict it to biomarker-selected use."
79,15,UBE2C,inhibit,low,APC/C ubiquitin-conjugating enzyme with top tumor enrichment and strong dependency in proliferative GBM; a candidate for targeted degradation or covalent chemistry given no classical inhibitor MoA.
80,1,PDGFRA,inhibit,high,"Validated GBM oncogenic driver (amplified/mutated), fully tractable RTK with approved kinase inhibitors, high tumor specificity and selectivity."
80,2,MET,inhibit,high,Established GBM driver RTK with excellent selectivity and approved small-molecule inhibitors; a credible actionable target especially in MET-altered/secondary GBM.
80,3,CDK2,inhibit,high,Highly tractable kinase with strong dependency and RB1 synthetic-lethality rationale; selectivity concern is mitigated by emerging selective CDK2 inhibitors.
80,4,FGFR1,inhibit,medium,"Druggable RTK driver in a GBM subset with high selectivity and tractability, though CNS-safety and window liabilities require careful margin management."
80,5,TEAD1,inhibit,medium,"Hippo-pathway transcription factor now genuinely druggable via the lipid-pocket (palmitoylation) autopalmitoylation inhibitors, with good selectivity in GBM."
80,6,CDK7,inhibit,medium,Transcriptional CDK with mature covalent inhibitor chemistry and PTEN synthetic-lethality signal; useful for GBM despite common-essentiality requiring a dosing window.
80,7,EGLN1,inhibit,medium,PHD2 prolyl hydroxylase is a well-precedented enzyme with clinical small-molecule inhibitors; hypoxia-axis relevance in GBM makes it a tractable exploratory target.
80,8,VRK1,inhibit,medium,"Strong, selective dependency serine/threonine kinase (paralog synthetic-lethal biology) with reasonable tractability and no fatal window flag—an attractive novel kinase target."
80,9,KIF18A,inhibit,medium,"Very high dependency mitotic kinesin with a validated tractable pocket (clinical KIF18A inhibitors exist), offering a genuine small-molecule entry despite the novel MoA label."
80,10,PTPN11,inhibit,medium,"SHP2 is a highly druggable allosteric-inhibitor target central to RTK/RAS signaling downstream of GBM drivers, warranting a place despite CNS-window caution."
80,11,ELAVL1,inhibit,low,"HuR RNA-binding oncoprotein with selective GBM dependency and good tumor enrichment; small-molecule disruptors are emerging, making it a worthwhile medium-confidence target."
80,12,ITGB5,inhibit,low,"Integrin with strong tumor enrichment and CDKN2B/NF1 synthetic-lethal signal; a novel adhesion-axis target, though surface-integrin small-molecule inhibition is unproven."
80,13,KIF2C,inhibit,low,"Top-composite mitotic kinesin with outstanding tumor enrichment/window and CDKN2A/B synthetic-lethality, but flagged low because no small-molecule MoA yet exists."
80,14,GPR61,inhibit,low,"Orphan GPCR—an inherently druggable receptor class—with high therapeutic window and tumor specificity, making it a speculative but chemically approachable novel target."
80,15,OSBP,inhibit,low,"Lipid-transfer protein with a precedented small-molecule ligand pocket (ORPphilins) and reasonable tumor specificity, offering a tractable novel-target hypothesis."
81,1,PDGFRA,inhibit,high,"Validated GBM driver kinase (amplified/mutated in classical GBM) with perfect tractability, an approved-drug precedent, high selectivity and tumor specificity — the strongest actionable inhibition target on the list."
81,2,MET,inhibit,high,"Bona fide GBM RTK driver with approved inhibitors, top selectivity (0.97) and full tractability, offering a genuine small-molecule window in MET-amplified/exon-14 tumors."
81,3,CDK2,inhibit,medium,"Strong dependency, full tractability and mature chemistry with RB1-loss synthetic lethality; low selectivity score reflects broad essentiality but a real therapeutic window exists in RB1-defective GBM."
81,4,KIF18A,inhibit,medium,"Highly selective mitotic kinesin dependency (dep 0.91) enriched in chromosomally-unstable tumors with an excellent predicted window and emerging clinical-stage inhibitors, making a no-inhibitor flag likely outdated."
81,5,TEAD1,inhibit,medium,"Druggable Hippo-pathway transcription factor with a covalent palmitate-pocket inhibitor class already in clinic, good selectivity and tumor enrichment support GBM YAP/TAZ dependence."
81,6,CDK7,inhibit,medium,Tractable transcriptional/cell-cycle kinase with clinical-stage inhibitors and PTEN-loss synthetic lethality; common-essential flag caps the window but selective covalent inhibitors mitigate it.
81,7,VRK1,inhibit,medium,"Strong, relatively selective serine/threonine-kinase dependency (dep 0.90) that is chemically tractable as a kinase and paralog-lethal in low-VRK2 GBM, a rising precision target."
81,8,KIF2C,inhibit,low,"Top composite with excellent tumor enrichment and window; a mitotic kinesin whose ATPase pocket is in principle inhibitable, though tool compounds remain immature."
81,9,KIF18B,inhibit,low,"Mitotic kinesin with outstanding tumor specificity (0.87) and window (0.96) plus CDKN2A/B synthetic lethality, sharing the tractable ATPase-pocket rationale of the KIF18A/KIF2C class."
81,10,PTPN11,inhibit,medium,"SHP2 is a fully tractable allosteric-inhibitor target downstream of RTK signaling in GBM, though CNS-safety risk and common-essentiality temper enthusiasm."
81,11,EGLN1,inhibit,low,PHD2 prolyl-hydroxylase is a well-precedented enzyme with approved-drug chemistry and full tractability; a plausible metabolic/hypoxia-axis GBM target warranting directional validation.
81,12,GPX4,inhibit,low,Very strong dependency (0.91) exploitable via ferroptosis induction in mesenchymal GBM; flagged CNS-safety risk and narrow window make it exploratory but mechanistically compelling.
81,13,ELAVL1,inhibit,low,"HuR RNA-binding protein with good selectivity and tumor enrichment and emerging small-molecule disruptors of its RNA interface, a tractable-with-effort oncogenic dependency."
81,14,WWTR1,inhibit,low,TAZ is the effector arm of the same Hippo axis as TEAD and is drugged indirectly via TEAD palmitoylation inhibitors; CDKN2A/B synthetic lethality supports a GBM rationale despite TME-dominated expression.
81,15,CDC25B,inhibit,low,Cell-cycle phosphatase with existing chemistry and high tumor specificity; a plausible inhibition target but the narrow window (0.15) demands careful validation.
82,1,PDGFRA,inhibit,high,"Validated GBM oncogenic RTK (amplified/mutated in classical GBM) with perfect tractability, high tumor specificity, and approved kinase inhibitors — the clearest actionable driver on the list."
82,2,MET,inhibit,high,"Bona fide GBM driver RTK with excellent selectivity, top tractability, and clinically available inhibitors, relevant to mesenchymal/RTK-driven disease."
82,3,CDK2,inhibit,high,"High dependency and full tractability with synthetic lethality to RB1 loss (common in GBM); selective CDK2 inhibitors are now advancing, so the low selectivity/common-essential flag is a manageable therapeutic-window issue."
82,5,CDK7,inhibit,medium,Fully tractable transcriptional CDK with clinical-stage covalent inhibitors and PTEN synthetic-lethality; common-essentiality demands careful dosing but the chemistry is real.
82,6,TEAD1,inhibit,medium,"Druggable Hippo-pathway effector with an autopalmitoylation pocket now targeted by clinical TEAD inhibitors, high tumor enrichment, and defined chemistry despite the no-MoA label."
82,7,KIF18A,inhibit,medium,"Mitotic kinesin with a genuine enzymatic ATPase pocket, very high dependency and excellent therapeutic window; clinical KIF18A inhibitors exist so the no-MoA flag is outdated."
82,8,VRK1,inhibit,medium,Druggable serine/threonine kinase with high dependency and reasonable tractability; a paralog-selective (VRK2-low) vulnerability makes it an attractive novel enzyme target.
82,9,KIF2C,inhibit,low,"Top composite from strong tumor enrichment/window and CDKN2A/B synthetic-lethality, but as a kinesin depolymerase it needs enzyme-pocket medicinal chemistry that is currently unproven."
82,10,KIF18B,inhibit,low,"Mitotic kinesin with outstanding therapeutic window and tumor enrichment plus CDKN2A/B synthetic-lethality, sharing the emerging kinesin-inhibitor rationale of KIF18A."
82,11,EGLN1,inhibit,medium,"Well-validated enzyme (PHD2) with approved small-molecule inhibitors and good selectivity; hypoxia-pathway modulation is a plausible, tractable GBM angle."
82,12,ELAVL1,degrade,low,HuR RNA-binding protein with high tumor enrichment/specificity and emerging small-molecule/degrader chemistry; a mechanistically interesting though harder-to-drug target.
82,13,E2F3,degrade,low,"Transcription factor with RB1 synthetic-lethality and good tumor specificity, but no ligandable pocket means it is best pursued via targeted degradation rather than orthosteric inhibition."
82,14,PTK2,inhibit,low,"FAK is fully tractable with clinical inhibitors and strong dependency, but its TME-dominated signal and CNS-safety flag mean tumor-cell-intrinsic benefit is uncertain."
82,15,PTPN11,inhibit,low,SHP2 is a validated node downstream of GBM RTKs with allosteric clinical inhibitors and top tractability; common-essentiality and CNS risk temper enthusiasm.
83,1,PDGFRA,inhibit,high,"Recurrently amplified/mutated GBM driver RTK with approved small-molecule inhibitors, top-tier tractability, high tumor specificity and selectivity vs pan-essential genes."
83,2,MET,inhibit,high,Validated GBM RTK driver (amplification/exon-14) with excellent selectivity and approved kinase inhibitors already CNS-active in trials.
83,3,CDK2,inhibit,medium,Druggable kinase with mature chemistry and RB1-context synthetic lethality; selectivity is the concern but emerging selective CDK2 inhibitors improve the window.
83,4,CDK7,inhibit,medium,"Highly tractable transcriptional CDK with covalent inhibitors in clinic and PTEN-context SL, though common-essentiality demands careful dosing."
83,5,TEAD1,inhibit,medium,"Hippo-pathway transcription factor now druggable via autopalmitoylation-pocket inhibitors with clinical-stage chemistry, addressing a GBM-relevant node."
83,6,KIF18A,inhibit,medium,"Mitotic kinesin with first-in-class inhibitors in clinical development and a wide therapeutic window (window 0.96), especially attractive in chromosomally-unstable tumors."
83,7,PTPN11,inhibit,medium,"SHP2 is a well-validated allosteric drug target downstream of GBM RTKs (PDGFRA/EGFR/MET) with clinical inhibitors, useful in combination."
83,8,EGLN1,inhibit,low,"PHD2 prolyl hydroxylase is an enzymatically tractable, drugged target (approved HIF-PH inhibitors) relevant to GBM hypoxia biology."
83,9,GPX4,inhibit,low,"Strong GBM dependency and a ferroptosis-induction target with active chemistry, though narrow window and CNS-safety risk cap confidence."
83,10,PTK2,inhibit,low,"FAK is a druggable kinase (clinical inhibitors) with CDKN2A/B-context SL, but its TME-dominated dependency signal means efficacy is context-dependent."
83,11,ELAVL1,inhibit,low,HuR is a GBM-enriched RNA-binding oncoprotein with tumor-specific expression and early small-molecule/degrader efforts worth pursuing despite modest tractability.
83,12,VRK1,inhibit,low,"High-confidence dependency kinase with paralog-based selectivity potential and no current inhibitor, making it a strong novel medicinal-chemistry entry point."
83,13,KIF2C,inhibit,low,Top composite driven by strong tumor enrichment and wide window; a mitotic kinesin worth pursuing as a novel target though it currently lacks an inhibitor MoA.
83,14,WWTR1,inhibit,low,"TAZ is a core GBM mesenchymal-transition effector druggable indirectly via the TEAD-palmitoylation axis, complementing direct TEAD inhibition."
83,15,TOP1,inhibit,low,Approved-drug enzyme target with high tumor specificity; nominated chiefly for CNS-penetrant TOP1-inhibitor/ADC repurposing rather than as a novel target.
84,1,PDGFRA,inhibit,high,"Canonical GBM driver oncogene (amplified/mutated), a proven kinase with approved small-molecule inhibitors, top-decile selectivity and perfect tumor-specificity — the most actionable candidate on the list."
84,2,MET,inhibit,high,"Bona fide GBM RTK driver with approved kinase inhibitors, very high selectivity vs pan-essential and full tractability, offering a genuine inhibit-with-existing-chemistry path."
84,3,CDK2,inhibit,high,"Druggable cyclin-dependent kinase with clinical-stage selective inhibitors and RB1-synthetic-lethality relevant to CDKN2A/RB1-altered GBM, though its common-essential flag narrows the therapeutic window."
84,4,CDK7,inhibit,medium,"Transcriptional CDK with mature covalent small-molecule inhibitors in clinical trials and PTEN synthetic-lethality signal, a tractable inhibit target despite essentiality demanding careful dosing."
84,5,TEAD1,inhibit,medium,"Hippo/YAP effector now genuinely druggable via the palmitate-pocket autopalmitoylation inhibitors, with good selectivity and tumor enrichment making it a mechanistically rational GBM target."
84,6,FGFR1,inhibit,medium,"Validated RTK with approved pan-FGFR inhibitors and high tumor-specificity, worth pursuing where FGFR-TACC fusions/activation occur, but the poor window and CNS-safety risk cap confidence."
84,7,ITGAV,inhibit,medium,"Very strong dependency with existing integrin-targeting chemistry (RGD-class/small molecules) and CDKN2A/B synthetic-lethality, though TME-dominated signal and low tumor-specificity temper it."
84,8,PTK2,inhibit,medium,"FAK is a druggable kinase with multiple clinical inhibitors and adhesion/invasion biology central to GBM, with CDKN2A/B synthetic-lethality supporting a rational combination strategy."
84,9,EGLN1,inhibit,medium,"PHD2 prolyl hydroxylase is a well-validated enzyme with approved small-molecule inhibitors, giving a fully tractable, novel-mechanism entry into GBM hypoxia biology."
84,10,KIF18A,inhibit,medium,"Mitotic kinesin with a demonstrated small-molecule inhibitor class and chromosomally-unstable-tumor selectivity, a mechanistically credible antimitotic target despite the common-essential caveat."
84,11,ELAVL1,inhibit,low,"HuR RNA-binding protein driving oncogenic mRNA stabilization in GBM with emerging small-molecule/degrader chemistry, a high-tumor-enrichment novel target worth exploratory investment."
84,12,VRK1,inhibit,medium,"Strong, selective dependency with paralog-lethality (VRK2-methylated) biology and a druggable kinase fold, making it a compelling novel serine/threonine-kinase target for medicinal chemistry."
84,13,KIF2C,inhibit,low,"Top-composite mitotic kinesin with outstanding tumor enrichment and window plus CDKN2A/B synthetic-lethality, though the lack of any established inhibitor MoA makes it a longer-term chemistry effort."
84,14,E2F3,degrade,low,"RB1-synthetic-lethal transcription factor with strong selectivity, mechanistically attractive but currently undruggable by conventional inhibition — best pursued via degrader approaches."
84,15,WDR77,degrade,low,"PRMT5-cofactor scaffold with CDKN2A/B and MTAP-adjacent synthetic-lethality and high tumor-specificity, tractable through the validated PRMT5-complex/degrader route."
85,1,PDGFRA,inhibit,high,"Amplified/mutated GBM driver RTK with excellent selectivity, perfect tumor specificity, full tractability and approved-drug chemistry already in hand."
85,2,MET,inhibit,high,"Validated GBM RTK driver (amplification, PTPRZ1-MET fusion) with top-tier selectivity, full tractability and clinically available inhibitors."
85,3,CDK2,inhibit,medium,"Highly tractable, well-chemically-covered kinase with strong dependency and RB1-loss synthetic lethality, though pan-essentiality demands a therapeutic-window strategy."
85,4,CDK7,inhibit,medium,Fully tractable transcriptional/cell-cycle kinase with mature covalent inhibitors and PTEN-loss synthetic lethality relevant to GBM.
85,5,KIF18A,inhibit,medium,"Strong, relatively selective mitotic-kinesin dependency with excellent window and emerging bona-fide small-molecule inhibitors validating the target class."
85,6,KIF2C,inhibit,medium,"Top composite with outstanding tumor enrichment/window and CDKN2A/B synthetic lethality, but as a kinesin it needs genuine allosteric-inhibitor discovery."
85,7,TEAD1,inhibit,medium,"Hippo-pathway transcription factor with an established lipid-pocket palmitoylation site and clinical-stage TEAD inhibitors, giving a druggable handle despite low intrinsic dependency."
85,8,VRK1,inhibit,medium,"High, fairly selective dependency serine/threonine kinase (paralog-lethal in some contexts) that is intrinsically tractable and warrants inhibitor development."
85,9,ELAVL1,inhibit,low,"RNA-binding oncogenic hub (HuR) with strong tumor enrichment and reported small-molecule disruptors of its RNA interface, offering a tractable non-kinase target."
85,10,FGFR1,inhibit,medium,"Druggable GBM RTK with FGFR-TACC fusions, though CNS-safety liabilities and modest tumor enrichment temper enthusiasm."
85,11,KIF18B,inhibit,low,"Excellent tumor specificity, enrichment and window with CDKN2A/B synthetic lethality, contingent on developing kinesin-inhibitor chemistry from scratch."
85,12,EGLN1,inhibit,low,"Enzyme (PHD2) with fully tractable active site and existing clinical inhibitors, offering an oxygen-sensing/hypoxia angle in GBM."
85,13,CDC25B,inhibit,low,"Cell-cycle phosphatase with tractable chemistry and good tumor specificity, though the narrow window and difficult-to-drug phosphatase active site lower confidence."
85,14,PTK2,inhibit,low,"FAK is a fully tractable kinase with clinical inhibitors and multiple GBM synthetic-lethal contexts, but its dependency is TME-dominated and largely non-tumor-cell-intrinsic."
85,15,ITGB5,unknown,low,Integrin with strong tumor enrichment and CDKN2B/NF1 synthetic lethality; a plausible antibody/peptide target but hard to inhibit with a classic small molecule.
86,1,PDGFRA,inhibit,high,"Recurrently amplified/mutated GBM driver RTK with clinical-grade kinase inhibitors, top tumor-specificity and tractability scores."
86,2,MET,inhibit,high,"Validated GBM driver RTK (amplification/exon-14, bypass resistance) with approved selective inhibitors and excellent selectivity/tractability."
86,3,CDK2,inhibit,medium,"Strong dependency in RB1-context tumors with mature selective inhibitor chemistry now clinically advancing, though pan-essential liability tempers the window."
86,4,CDK7,inhibit,medium,"Transcriptional CDK with clinical covalent inhibitors and PTEN synthetic-lethal signal, offering a tractable route despite common-essentiality."
86,5,TEAD1,inhibit,medium,"Hippo/YAP effector with a validated small-molecule palmitate-pocket inhibitor class and good selectivity/tractability, actionable in GBM mesenchymal biology."
86,6,ITGAV,inhibit,low,"Highly dependent integrin with established antagonist chemistry and RTK/cilengitide precedent, though very low tumor-cell specificity is a real concern."
86,7,VRK1,inhibit,medium,Strong pan-cancer dependency serine/threonine kinase that is genuinely druggable as an enzyme and emerging as a MTAP/paralog-context target worth chemistry investment.
86,8,KIF18A,inhibit,medium,Mitotic kinesin with a bona fide clinical-stage small-molecule inhibitor (unlike other kinesins here) and very high dependency plus wide therapeutic window.
86,9,PTPN11,inhibit,medium,"SHP2 is a druggable phosphatase with multiple clinical allosteric inhibitors sitting downstream of GBM RTK signaling, giving a real inhibitor MoA."
86,10,ELAVL1,inhibit,low,"HuR RNA-binding protein driving GBM oncogenic transcript stability, with tumor-enriched dependency and early small-molecule inhibitor leads."
86,11,CDC25B,inhibit,low,"Cell-cycle phosphatase with tractable enzyme chemistry and good tumor specificity, though the narrow window flag warrants caution."
86,12,FGFR1,inhibit,low,"Amplified GBM RTK with approved selective inhibitors and high tumor specificity, but CNS-safety risk narrows its therapeutic window."
86,13,EGLN1,inhibit,low,"PHD2 prolyl-hydroxylase is a fully druggable enzyme with approved inhibitors, offering a tractable hypoxia-axis handle in GBM."
86,14,GPX4,inhibit,low,"Very high dependency ferroptosis node in mesenchymal/therapy-resistant GBM with active small-molecule inhibitor discovery, though narrow window and CNS risk limit confidence."
86,15,TSEN34,inhibit,low,"Tumor-specific, tumor-enriched tRNA-splicing endonuclease dependency representing a novel enzyme worth tractability investment, but chemistry is unproven."
87,1,PDGFRA,inhibit,high,Validated GBM oncogenic driver (amplified/mutated) with a clean tumor-specificity profile and mature approved-drug kinase chemistry for direct inhibition.
87,2,MET,inhibit,high,Recurrent GBM driver amplification with excellent selectivity and fully tractable approved-drug kinase chemistry.
87,3,CDK2,inhibit,high,Strong dependency and tumor enrichment with a synthetic-lethal link to RB1 loss and clinically advanced small-molecule inhibitors.
87,4,CDK7,inhibit,medium,"Highly tractable kinase with real chemistry and a PTEN synthetic-lethal rationale relevant to GBM, though pan-essentiality demands a therapeutic-window watch."
87,5,TEAD1,inhibit,medium,"Hippo/YAP effector with an autopalmitoylation pocket enabling genuine small-molecule inhibition and good selectivity, addressing a mesenchymal GBM axis."
87,6,ITGAV,inhibit,medium,"Very high dependency with mature integrin-targeting chemistry and CDKN2A/B synthetic lethality, but tumor-specificity is TME-dominated so directionality is anti-integrin blockade."
87,7,VRK1,inhibit,medium,"Strong pan-cancer dependency chromatin kinase with emerging inhibitor interest and reasonable tractability, worth pursuing as a novel GBM kinase target."
